instant,date,season,year,month,is holiday,day of week,is work day,weather,temp,felt temp,humidity,windspeed,casual,registered,total riders
131,2011-05-11,2:summer,0,5,0,3:wednesday,1,1,0.5425,0.5284,0.632917,0.12064200000000001,550,3632,4182
356,2011-12-22,1:spring,0,12,0,4:thursday,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
278,2011-10-05,4:winter,0,10,0,3:wednesday,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826
595,2012-08-17,3:fall,1,8,0,5:friday,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148
116,2011-04-26,2:summer,0,4,0,2:tuesday,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400
591,2012-08-13,3:fall,1,8,0,1:monday,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883
288,2011-10-15,4:winter,0,10,0,6:saturday,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217
155,2011-06-04,2:summer,0,6,0,6:saturday,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342
433,2012-03-08,1:spring,1,3,0,4:thursday,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382
425,2012-02-29,1:spring,1,2,0,3:wednesday,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834
609,2012-08-31,3:fall,1,8,0,5:friday,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350
364,2011-12-30,1:spring,0,12,0,5:friday,1,1,0.311667,0.318812,0.636667,0.13433699999999998,491,2508,2999
328,2011-11-24,4:winter,0,11,1,4:thursday,0,1,0.37333299999999997,0.372471,0.549167,0.167304,560,935,1495
104,2011-04-14,2:summer,0,4,0,4:thursday,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267
600,2012-08-22,3:fall,1,8,0,3:wednesday,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375
571,2012-07-24,3:fall,1,7,0,2:tuesday,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592
143,2011-05-23,2:summer,0,5,0,1:monday,1,2,0.631667,0.590296,0.81,0.233842,836,3438,4274
531,2012-06-14,2:summer,1,6,0,4:thursday,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363
107,2011-04-17,2:summer,0,4,0,0:sunday,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744
18,2011-01-18,1:spring,0,1,0,2:tuesday,1,2,0.216667,0.23233299999999998,0.861667,0.146775,9,674,683
697,2012-11-27,4:winter,1,11,0,2:tuesday,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959
272,2011-09-29,4:winter,0,9,0,4:thursday,1,1,0.616667,0.574512,0.699167,0.17288299999999998,653,4186,4839
554,2012-07-07,3:fall,1,7,0,6:saturday,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840
28,2011-01-28,1:spring,0,1,0,5:friday,1,2,0.203478,0.22331700000000002,0.793043,0.1233,38,1129,1167
112,2011-04-22,2:summer,0,4,0,5:friday,1,2,0.336667,0.321954,0.729583,0.219521,177,1506,1683
93,2011-04-03,2:summer,0,4,0,0:sunday,0,1,0.378333,0.378767,0.48,0.182213,1651,1598,3249
232,2011-08-20,3:fall,0,8,0,6:saturday,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191
509,2012-05-23,2:summer,1,5,0,3:wednesday,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260
382,2012-01-17,1:spring,1,1,0,2:tuesday,1,2,0.37304299999999996,0.36427800000000005,0.716087,0.34913,127,2808,2935
729,2012-12-29,1:spring,1,12,0,6:saturday,0,2,0.253333,0.2424,0.7529170000000001,0.124383,159,1182,1341
565,2012-07-18,3:fall,1,7,0,3:wednesday,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713
82,2011-03-23,2:summer,0,3,0,3:wednesday,1,2,0.346957,0.337939,0.839565,0.23426100000000002,203,1918,2121
144,2011-05-24,2:summer,0,5,0,2:tuesday,1,2,0.66,0.604813,0.740833,0.207092,659,3833,4492
270,2011-09-27,4:winter,0,9,0,2:tuesday,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120
520,2012-06-03,2:summer,1,6,0,0:sunday,0,1,0.6025,0.575133,0.49333299999999997,0.184087,2494,5147,7641
511,2012-05-25,2:summer,1,5,0,5:friday,1,1,0.68,0.627529,0.7470829999999999,0.14055,1417,5317,6734
517,2012-05-31,2:summer,1,5,0,4:thursday,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338
352,2011-12-18,4:winter,0,12,0,0:sunday,0,1,0.238333,0.245579,0.58625,0.16977899999999999,220,2211,2431
667,2012-10-28,4:winter,1,10,0,0:sunday,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459
469,2012-04-13,2:summer,1,4,0,5:friday,1,1,0.4425,0.43180799999999997,0.408333,0.155471,1252,5146,6398
186,2011-07-05,3:fall,0,7,0,2:tuesday,1,1,0.746667,0.696338,0.590417,0.12625799999999998,1031,3634,4665
588,2012-08-10,3:fall,1,8,0,5:friday,1,2,0.7158329999999999,0.667942,0.7158329999999999,0.238813,1065,4721,5786
488,2012-05-02,2:summer,1,5,0,3:wednesday,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169
7,2011-01-07,1:spring,0,1,0,5:friday,1,2,0.196522,0.208839,0.49869600000000003,0.168726,148,1362,1510
368,2012-01-03,1:spring,1,1,0,2:tuesday,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236
235,2011-08-23,3:fall,0,8,0,2:tuesday,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895
135,2011-05-15,2:summer,0,5,0,0:sunday,0,2,0.5625,0.536,0.867083,0.152979,1582,2971,4553
683,2012-11-13,4:winter,1,11,0,2:tuesday,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094
57,2011-02-26,1:spring,0,2,0,6:saturday,0,1,0.2825,0.282192,0.537917,0.18657100000000001,424,1545,1969
49,2011-02-18,1:spring,0,2,0,5:friday,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927
75,2011-03-16,1:spring,0,3,0,3:wednesday,1,2,0.365217,0.36693000000000003,0.776522,0.20311700000000002,321,1871,2192
234,2011-08-22,3:fall,0,8,0,1:monday,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758
316,2011-11-12,4:winter,0,11,0,6:saturday,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067
725,2012-12-25,1:spring,1,12,1,2:tuesday,0,2,0.291304,0.29446500000000003,0.734783,0.168726,440,573,1013
141,2011-05-21,2:summer,0,5,0,6:saturday,0,1,0.6025,0.571975,0.626667,0.12065,2258,3547,5805
473,2012-04-17,2:summer,1,4,0,2:tuesday,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691
31,2011-01-31,1:spring,0,1,0,1:monday,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501
674,2012-11-04,4:winter,1,11,0,0:sunday,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107
480,2012-04-24,2:summer,1,4,0,2:tuesday,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633
720,2012-12-20,4:winter,1,12,0,4:thursday,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128
513,2012-05-27,2:summer,1,5,0,0:sunday,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591
167,2011-06-16,2:summer,0,6,0,4:thursday,1,2,0.628333,0.595346,0.688333,0.20647100000000002,545,3222,3767
568,2012-07-21,3:fall,1,7,0,6:saturday,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459
714,2012-12-14,4:winter,1,12,0,5:friday,1,1,0.281667,0.294192,0.642917,0.13122899999999998,429,5182,5611
562,2012-07-15,3:fall,1,7,0,0:sunday,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031
505,2012-05-19,2:summer,1,5,0,6:saturday,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294
581,2012-08-03,3:fall,1,8,0,5:friday,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175
172,2011-06-21,3:fall,0,6,0,2:tuesday,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835
354,2011-12-20,4:winter,0,12,0,2:tuesday,1,2,0.385833,0.396454,0.595417,0.06157080000000001,216,3534,3750
299,2011-10-26,4:winter,0,10,0,3:wednesday,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894
722,2012-12-22,1:spring,1,12,0,6:saturday,0,1,0.265833,0.23611300000000002,0.44125,0.407346,205,1544,1749
94,2011-04-04,2:summer,0,4,0,1:monday,1,1,0.573333,0.542929,0.42625,0.385571,734,2381,3115
325,2011-11-21,4:winter,0,11,0,1:monday,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765
515,2012-05-29,2:summer,1,5,0,2:tuesday,1,1,0.7225,0.672992,0.6845829999999999,0.2954,880,4863,5743
421,2012-02-25,1:spring,1,2,0,6:saturday,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732
362,2011-12-28,1:spring,0,12,0,3:wednesday,1,1,0.29913,0.279974,0.503913,0.29396100000000003,255,2047,2302
519,2012-06-02,2:summer,1,6,0,6:saturday,0,1,0.583333,0.566288,0.549167,0.18656199999999998,2795,5325,8120
392,2012-01-27,1:spring,1,1,0,5:friday,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456
355,2011-12-21,1:spring,0,12,0,3:wednesday,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
97,2011-04-07,2:summer,0,4,0,4:thursday,1,1,0.4375,0.433696,0.602917,0.16231199999999998,571,2570,3141
721,2012-12-21,1:spring,1,12,0,5:friday,1,2,0.326667,0.301767,0.556667,0.37438299999999997,221,3402,3623
417,2012-02-21,1:spring,1,2,0,2:tuesday,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777
378,2012-01-13,1:spring,1,1,0,5:friday,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214
369,2012-01-04,1:spring,1,1,0,3:wednesday,1,2,0.1075,0.11933699999999998,0.414583,0.1847,95,2273,2368
92,2011-04-02,2:summer,0,4,0,6:saturday,0,2,0.315,0.315637,0.65375,0.19714600000000002,898,1354,2252
207,2011-07-26,3:fall,0,7,0,2:tuesday,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590
426,2012-03-01,1:spring,1,3,0,4:thursday,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990
260,2011-09-17,3:fall,0,9,0,6:saturday,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511
183,2011-07-02,3:fall,0,7,0,6:saturday,0,1,0.738333,0.667308,0.444583,0.11506199999999998,2204,2915,5119
398,2012-02-02,1:spring,1,2,0,4:thursday,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761
5,2011-01-05,1:spring,0,1,0,3:wednesday,1,1,0.22695700000000002,0.22926999999999997,0.436957,0.1869,82,1518,1600
470,2012-04-14,2:summer,1,4,0,6:saturday,0,1,0.495,0.487996,0.5029170000000001,0.190917,2795,4665,7460
60,2011-03-01,1:spring,0,3,0,2:tuesday,1,1,0.266667,0.263879,0.535,0.216425,137,1714,1851
123,2011-05-03,2:summer,0,5,0,2:tuesday,1,2,0.616667,0.582079,0.697083,0.342667,603,3848,4451
96,2011-04-06,2:summer,0,4,0,3:wednesday,1,1,0.390833,0.387608,0.470833,0.263063,413,2395,2808
521,2012-06-04,2:summer,1,6,0,1:monday,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998
634,2012-09-25,4:winter,1,9,0,2:tuesday,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538
596,2012-08-18,3:fall,1,8,0,6:saturday,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865
19,2011-01-19,1:spring,0,1,0,3:wednesday,1,2,0.292174,0.29842199999999997,0.741739,0.208317,78,1572,1650
142,2011-05-22,2:summer,0,5,0,0:sunday,0,1,0.604167,0.5745,0.749583,0.148008,1576,3084,4660
666,2012-10-27,4:winter,1,10,0,6:saturday,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852
408,2012-02-12,1:spring,1,2,0,0:sunday,0,1,0.1275,0.101658,0.46458299999999997,0.40921199999999996,73,1456,1529
479,2012-04-23,2:summer,1,4,0,1:monday,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214
460,2012-04-04,2:summer,1,4,0,3:wednesday,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436
262,2011-09-19,3:fall,0,9,0,1:monday,1,2,0.549167,0.529675,0.69,0.15174200000000002,691,3848,4539
405,2012-02-09,1:spring,1,2,0,4:thursday,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830
66,2011-03-07,1:spring,0,3,0,1:monday,1,1,0.261739,0.238461,0.551304,0.341352,244,1628,1872
228,2011-08-16,3:fall,0,8,0,2:tuesday,1,1,0.700833,0.645837,0.578333,0.23632899999999998,721,4004,4725
717,2012-12-17,4:winter,1,12,0,1:monday,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585
393,2012-01-28,1:spring,1,1,0,6:saturday,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023
713,2012-12-13,4:winter,1,12,0,4:thursday,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532
34,2011-02-03,1:spring,0,2,0,4:thursday,1,1,0.18695699999999998,0.177878,0.43782600000000005,0.277752,61,1489,1550
431,2012-03-06,1:spring,1,3,0,2:tuesday,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956
383,2012-01-18,1:spring,1,1,0,3:wednesday,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376
623,2012-09-14,3:fall,1,9,0,5:friday,1,1,0.633333,0.594083,0.6725,0.10386300000000001,1379,6630,8009
524,2012-06-07,2:summer,1,6,0,4:thursday,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494
718,2012-12-18,4:winter,1,12,0,2:tuesday,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557
709,2012-12-09,4:winter,1,12,0,0:sunday,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228
493,2012-05-07,2:summer,1,5,0,1:monday,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273
